imp_bin,count,mean,std,min,max,state,predictor
35-40,729,16.678175,13.153325,0.32,137.64,South Dakota,mean
40-45,668,20.437351,16.001919,0.33,182.28,South Dakota,mean
45-50,606,24.68208,15.799545,0.3,99.77,South Dakota,mean
50-55,503,30.970358,18.834927,0.32,115.11,South Dakota,mean
55-60,318,36.370316,20.528429,1.02,129.29,South Dakota,mean
60-65,198,43.890656,25.40859,0.36,164.82,South Dakota,mean
65-70,131,49.844196,26.017776,0.35,163.65,South Dakota,mean
70-75,73,62.089176,25.307425,16.61,127.96,South Dakota,mean
75-80,37,68.92108,35.919464,16.31,153.79,South Dakota,mean
80-85,24,68.449165,41.44943,9.21,178.66,South Dakota,mean
85-90,4,117.19,45.99063,66.26,166.36,South Dakota,mean
90-95,0,,,,,South Dakota,mean
95-100,0,,,,,South Dakota,mean
0-5,120979,1.0478567,1.3879405,0.21,96.6,Massachusetts,mean
5-10,13610,3.0565937,3.4402177,0.34,94.73,Massachusetts,mean
10-15,8979,4.3507886,4.077789,0.39,85.47,Massachusetts,mean
15-20,6320,5.770744,5.130356,0.44,70.77,Massachusetts,mean
20-25,4709,7.592149,6.3647394,0.53,108.48,Massachusetts,mean
25-30,3419,9.583729,7.4842863,0.64,117.28,Massachusetts,mean
30-35,2688,11.867835,8.109913,0.9,67.78,Massachusetts,mean
35-40,2024,14.572076,9.846467,1.12,152.83,Massachusetts,mean
40-45,1573,17.214628,11.501681,1.13,247.07,Massachusetts,mean
45-50,1243,20.249413,11.6213665,1.72,118.43,Massachusetts,mean
50-55,994,24.382645,13.898725,2.5,133.49,Massachusetts,mean
55-60,849,28.440752,14.295699,3.4,124.55,Massachusetts,mean
60-65,724,33.374214,16.39818,2.82,142.11,Massachusetts,mean
65-70,588,38.840935,18.993095,3.99,183.58,Massachusetts,mean
70-75,469,46.10226,20.936007,7.22,180.95,Massachusetts,mean
75-80,315,58.13911,33.833668,6.72,385.46,Massachusetts,mean
80-85,242,74.06157,37.132065,5.16,239.61,Massachusetts,mean
85-90,102,104.852646,57.248074,9.47,440.58,Massachusetts,mean
90-95,3,208.09668,38.74994,167.0,243.97,Massachusetts,mean
95-100,0,,,,,Massachusetts,mean
0-5,579372,0.79691756,1.1957403,0.19,394.54,Virginia,mean
5-10,23075,2.9190578,5.188908,0.0,457.45,Virginia,mean
10-15,9920,5.3096743,5.736329,0.43,97.49,Virginia,mean
15-20,6566,7.853308,7.634006,0.46,187.39,Virginia,mean
20-25,5324,10.218377,8.268684,0.42,127.75,Virginia,mean
25-30,4572,12.842415,9.543902,0.49,196.95,Virginia,mean
30-35,4068,15.801372,10.752756,0.49,152.27,Virginia,mean
35-40,3246,19.395096,12.604622,0.76,142.43,Virginia,mean
40-45,2654,23.229721,14.652414,0.49,227.49,Virginia,mean
45-50,2188,27.559177,14.995649,0.63,124.65,Virginia,mean
50-55,1676,32.178772,17.88646,0.93,234.94,Virginia,mean
55-60,1334,38.3385,18.9132,2.45,207.06,Virginia,mean
60-65,982,45.017708,22.206419,0.84,152.76,Virginia,mean
65-70,761,52.66744,25.236576,2.84,220.26,Virginia,mean
70-75,539,62.486217,30.436373,2.85,222.11,Virginia,mean
75-80,344,75.3886,39.77434,4.58,388.15,Virginia,mean
80-85,182,87.962524,53.247643,12.24,347.18,Virginia,mean
85-90,75,109.74626,56.18805,13.14,259.04,Virginia,mean
90-95,3,117.380005,83.21181,26.95,190.72,Virginia,mean
95-100,0,,,,,Virginia,mean
0-5,77,15.756623,12.585379,5.88,96.95,District of Columbia,mean
5-10,41,23.983171,15.560304,10.26,91.13,District of Columbia,mean
10-15,39,32.655388,12.203075,14.28,54.84,District of Columbia,mean
15-20,34,35.234116,18.370182,15.37,86.64,District of Columbia,mean
20-25,46,45.941525,21.50292,19.34,108.33,District of Columbia,mean
25-30,53,50.24943,25.94861,20.15,123.61,District of Columbia,mean
30-35,48,51.730625,22.066732,14.95,123.19,District of Columbia,mean
35-40,50,61.8276,26.988094,26.42,159.58,District of Columbia,mean
40-45,59,65.88356,28.519917,17.94,191.34,District of Columbia,mean
45-50,59,68.18118,33.73756,29.81,233.6,District of Columbia,mean
50-55,67,73.05567,24.39608,19.91,132.67,District of Columbia,mean
55-60,76,80.80631,25.269411,20.47,214.73,District of Columbia,mean
60-65,73,101.22507,42.850307,27.57,274.05,District of Columbia,mean
65-70,68,124.367645,54.031414,33.43,244.48,District of Columbia,mean
70-75,64,164.18657,50.15345,52.22,294.29,District of Columbia,mean
75-80,50,178.7318,59.86727,46.08,366.0,District of Columbia,mean
80-85,36,222.57195,69.09324,101.01,359.05,District of Columbia,mean
85-90,15,305.35464,87.538704,119.42,467.52,District of Columbia,mean
90-95,0,,,,,District of Columbia,mean
95-100,0,,,,,District of Columbia,mean
0-5,836165,0.5878281,0.8630641,0.16,293.57,Iowa,mean
5-10,43029,1.330133,2.4182272,0.23,77.22,Iowa,mean
10-15,8725,3.7171001,6.1010585,0.31,281.02,Iowa,mean
15-20,4397,6.3953037,7.708672,0.32,140.63,Iowa,mean
20-25,3230,8.977858,9.901487,0.39,319.38,Iowa,mean
25-30,2660,11.621109,9.819005,0.63,96.64,Iowa,mean
30-35,2474,13.953452,11.30432,0.47,129.51,Iowa,mean
35-40,2324,16.69897,12.115572,0.55,144.95,Iowa,mean
40-45,2178,20.85157,14.903478,0.95,151.21,Iowa,mean
45-50,1662,23.92763,15.374236,1.74,142.56,Iowa,mean
50-55,1153,28.860807,17.089115,1.03,112.99,Iowa,mean
55-60,881,35.040737,21.989742,1.95,196.62,Iowa,mean
60-65,626,42.96946,24.87793,1.21,147.28,Iowa,mean
65-70,433,47.17321,25.978752,1.28,164.77,Iowa,mean
70-75,282,55.756916,27.838745,1.98,207.61,Iowa,mean
75-80,175,62.38206,32.659058,1.26,165.77,Iowa,mean
80-85,96,69.37115,31.603937,14.75,146.72,Iowa,mean
85-90,44,113.48864,70.22171,31.59,306.95,Iowa,mean
90-95,1,29.95,,29.95,29.95,Iowa,mean
95-100,0,,,,,Iowa,mean
0-5,1615607,0.3769144,0.9356708,0.0,401.12,Arizona,mean
5-10,11624,3.3269467,6.8083134,0.14,145.83,Arizona,mean
10-15,5164,6.499404,9.867656,0.2,185.14,Arizona,mean
15-20,3598,8.57669,10.6230955,0.26,189.53,Arizona,mean
20-25,3047,11.405274,14.756412,0.28,398.69,Arizona,mean
25-30,2759,14.162078,16.233637,0.4,278.07,Arizona,mean
30-35,2760,16.44481,14.593297,0.43,227.53,Arizona,mean
35-40,2744,19.630638,16.587893,0.43,418.26,Arizona,mean
40-45,2746,23.246038,15.560495,0.51,161.43,Arizona,mean
45-50,2899,26.269032,17.205122,0.5,231.87,Arizona,mean
50-55,3104,29.94007,18.034052,1.01,255.95,Arizona,mean
55-60,2578,34.65425,20.678606,1.48,287.15,Arizona,mean
60-65,1617,43.67095,24.49024,2.35,240.92,Arizona,mean
65-70,1017,54.617188,27.297194,2.82,273.94,Arizona,mean
70-75,646,61.816406,29.38036,3.08,211.01,Arizona,mean
75-80,377,74.45231,32.225784,8.59,258.1,Arizona,mean
80-85,155,84.0862,37.68772,9.33,212.07,Arizona,mean
85-90,29,93.05103,44.307755,18.03,215.31,Arizona,mean
90-95,0,,,,,Arizona,mean
95-100,0,,,,,Arizona,mean
